schema_version,intake_id,parent_source_id,original_name,classification,sha256,size_bytes,storage_key,relative_path,availability,decision,notes
2,FV-HON-INTAKE-001,FV-HON-REF-008,0404 (1)(1).png,model2-still-p1,d862d6dc727da826a5bceb608a2e09db958ed2c61db8770e69ed685db22521fa,522407,vf-assets-input,0404 (1)(1).png,external,candidate,gameplay capture or crop; exact source pending
2,FV-HON-INTAKE-002,FV-HON-REF-008,0404 (1).png,model2-still-p1,a6ec850e984393d53bc34c9c9a60e3bc0568505747d99d99ddc25461b401e9bc,158393,vf-assets-input,0404 (1).png,external,candidate,gameplay capture or crop; exact source pending
2,FV-HON-INTAKE-003,FV-HON-REF-008,05fed69f-4329-43fe-996c-adc6b2df9ab3_frame_00000.png,model2-still-p1,b65b230706e0cc8d2002f3c04b6b73b14ebb89c33c0163030662079b31fcdd79,240087,vf-assets-input,05fed69f-4329-43fe-996c-adc6b2df9ab3_frame_00000.png,external,candidate,gameplay capture or crop; exact source pending
2,FV-HON-INTAKE-004,FV-HON-REF-008,05fed69f-4329-43fe-996c-adc6b2df9ab3_frame_00003.png,model2-still-p1,5b9c9af0266ab5dfacf8ae8ca611f9201bf2f0a912c000dbe86e8b9d9bbca06f,158146,vf-assets-input,05fed69f-4329-43fe-996c-adc6b2df9ab3_frame_00003.png,external,candidate,gameplay capture or crop; exact source pending
2,FV-HON-INTAKE-005,FV-HON-REF-008,0e5c6483-e06c-401a-8d4a-107a628b6c86.png,model2-still-p1,d930b585b7eeb8d54bd43cae46707989ebb60d217fe19d38a04b326fda571d1e,669437,vf-assets-input,0e5c6483-e06c-401a-8d4a-107a628b6c86.png,external,candidate,gameplay capture or crop; exact source pending
2,FV-HON-INTAKE-006,FV-HON-REF-008,261c5478-fcac-4eb7-ac08-60562e7e489a.png,model2-still-p1,ff208a33c8dd3f18bacbc2520a3ab831175fba1dac2ac1dd10cee0196b33b2d0,2398530,vf-assets-input,261c5478-fcac-4eb7-ac08-60562e7e489a.png,external,candidate,gameplay capture or crop; exact source pending
2,FV-HON-INTAKE-007,FV-HON-REF-008,2b190fd2-9f51-4590-af9b-161550eaadcf.png,model2-still-p1,8e204a7303893fd8f0a62ed009b455fcfb54daa7528c8e1b72aa2219771c1c17,631772,vf-assets-input,2b190fd2-9f51-4590-af9b-161550eaadcf.png,external,candidate,gameplay capture or crop; exact source pending
2,FV-HON-INTAKE-008,FV-HON-REF-008,2f636172-c4f7-4d0f-adc8-d47521e634d1_frame_00000.png,model2-still-p1,6c67b1a68905c6aeac2e1fd47ed982b443ce2676f19d78a0ba5d24af37486beb,405420,vf-assets-input,2f636172-c4f7-4d0f-adc8-d47521e634d1_frame_00000.png,external,candidate,gameplay capture or crop; exact source pending
2,FV-HON-INTAKE-009,FV-HON-REF-008,2f636172-c4f7-4d0f-adc8-d47521e634d1_frame_00003.png,model2-still-p1,0b355b3e41dd86a25059df8f7a53ae1008418a6b5142dd03ae937e514353c404,654684,vf-assets-input,2f636172-c4f7-4d0f-adc8-d47521e634d1_frame_00003.png,external,candidate,gameplay capture or crop; exact source pending
2,FV-HON-INTAKE-010,FV-HON-REF-008,6993c971-a71e-44ed-9075-9a68a5c8649c.png,model2-still-p1,e1096445e01aa47470502fc10b6843a7a2a09601c1e1f7c11206a68530826298,1807366,vf-assets-input,6993c971-a71e-44ed-9075-9a68a5c8649c.png,external,candidate,gameplay capture or crop; exact source pending
2,FV-HON-INTAKE-011,FV-HON-REF-008,84dd4384-ddf9-47f8-9d69-7597ebd123b1.png,model2-still-p1,5e22e0fa76136d1e5ca16fd077f44d7abf92164be4fd00054f46013aa92d2afe,2172883,vf-assets-input,84dd4384-ddf9-47f8-9d69-7597ebd123b1.png,external,candidate,gameplay capture or crop; exact source pending
2,FV-HON-INTAKE-012,FV-HON-REF-010,Gemini_Generated_Image_5xhuuc5xhuuc5xhu.png,ai-gemini,100772202103f1b9c882abab9ce0da22647f4958b25a4f2e5d8bcf6175393a80,283377,vf-assets-input,Gemini_Generated_Image_5xhuuc5xhuuc5xhu.png,external,rejected-for-evidence,AI generated or enhanced
2,FV-HON-INTAKE-013,FV-HON-REF-010,Gemini_Generated_Image_orsw2corsw2corsw.png,ai-gemini,1dc626a6c01312d0eab48a8227fdb9f7117b2a00721c2d176b6acf885a704e69,490123,vf-assets-input,Gemini_Generated_Image_orsw2corsw2corsw.png,external,rejected-for-evidence,AI generated or enhanced
2,FV-HON-INTAKE-014,FV-HON-REF-008,b7617273-75db-4ed6-8c44-5cdd5ffea5fc.png,model2-still-p1,b22c8b784b130dbd4638101532b19faa3439d21623c028b7d22dd85d7b1ebb7b,565978,vf-assets-input,b7617273-75db-4ed6-8c44-5cdd5ffea5fc.png,external,candidate,gameplay capture or crop; exact source pending
2,FV-HON-INTAKE-015,FV-HON-REF-008,c6530ed2-ff96-4d0d-9ba3-3d78ca674588_frame_00008.png,model2-still-p1,f08ed3375bd9c9b85e4e437b9be49e71ca84b9e2b07a70a0a2aa2883ed89f206,201590,vf-assets-input,c6530ed2-ff96-4d0d-9ba3-3d78ca674588_frame_00008.png,external,candidate,gameplay capture or crop; exact source pending
2,FV-HON-INTAKE-016,FV-HON-REF-008,cba2d987-8e24-4319-a5dc-936a2d602514.png,model2-still-p1,51a93fb338623d0bc2f85820bf52bcd5f9fb2de6a3f73aa592e1558e321ac2f3,671501,vf-assets-input,cba2d987-8e24-4319-a5dc-936a2d602514.png,external,candidate,gameplay capture or crop; exact source pending
2,FV-HON-INTAKE-017,FV-HON-REF-008,d3b6e0a8-a0a8-4faa-9cc9-74297467e6e0_frame_00005.png,model2-still-p1,37732d73d7ed462aae926a7e968a19616208e38a8040d340354328f4d80aa197,548425,vf-assets-input,d3b6e0a8-a0a8-4faa-9cc9-74297467e6e0_frame_00005.png,external,candidate,gameplay capture or crop; exact source pending
2,FV-HON-INTAKE-018,FV-HON-REF-008,frame_00036.png,model2-still-p1,64913a31f9bb88e4d885e2573c55d85ef3ce94ea021911d2dcf11f0f67e50a48,402941,vf-assets-input,frame_00036.png,external,candidate,gameplay capture or crop; exact source pending
2,FV-HON-INTAKE-019,FV-HON-REF-008,frame_00040.png,model2-still-p1,007be67ce44e8243bbd3dc449fcb62b4e18444f1ef07984170b591bcb7d52119,353114,vf-assets-input,frame_00040.png,external,candidate,gameplay capture or crop; exact source pending
2,FV-HON-INTAKE-020,FV-HON-REF-008,frame_00041.png,model2-still-p1,ba033cc6e9167c9a5190e203e2576e839866e0b50aedc847459caa0c9209cd59,389662,vf-assets-input,frame_00041.png,external,candidate,gameplay capture or crop; exact source pending
2,FV-HON-INTAKE-021,FV-HON-REF-008,frame_00317.png,model2-still-p1,7d79b9f31a657b96207bd0a6d9e46e159bf170e64c105bb034c1638d62fc68a3,355422,vf-assets-input,frame_00317.png,external,candidate,gameplay capture or crop; exact source pending
2,FV-HON-INTAKE-022,FV-HON-REF-008,frame_00325.png,model2-still-p1,e1b4829d7878d11a4af159419366d65f4da786b7958c1f95a8a253a851dba7c8,258582,vf-assets-input,frame_00325.png,external,candidate,gameplay capture or crop; exact source pending
2,FV-HON-INTAKE-023,FV-HON-REF-008,frame_00326.png,model2-still-p1,12d1f7cb25e19e34584e9712eed5f672e64dbef581742f936104a9b8496c6c70,533918,vf-assets-input,frame_00326.png,external,candidate,gameplay capture or crop; exact source pending
2,FV-HON-INTAKE-024,FV-HON-REF-008,frame_00327.png,model2-still-p1,df7d33895474aaa8ea30cad173d4ef5312523bcb687276edbf412094f0e8e9ba,383303,vf-assets-input,frame_00327.png,external,candidate,gameplay capture or crop; exact source pending
2,FV-HON-INTAKE-025,FV-HON-REF-008,frame_00332.png,model2-still-p1,b47671336475002043bcf90048463b8958e1fbbca669c84102b64ed6ca173224,363851,vf-assets-input,frame_00332.png,external,candidate,gameplay capture or crop; exact source pending
2,FV-HON-INTAKE-026,FV-HON-REF-008,frame_00344.png,model2-still-p1,bb881e3dc48256231d53a4093dec5d9328a6a60f8dc92fee6b2306fe8fdbb213,398407,vf-assets-input,frame_00344.png,external,candidate,gameplay capture or crop; exact source pending
2,FV-HON-INTAKE-027,FV-HON-REF-008,frame_00465.png,model2-still-p1,5787c4bffb1e6c3cdc530c918c1b9e469584aaaf430d3955f07e672fd99cbe62,262198,vf-assets-input,frame_00465.png,external,candidate,gameplay capture or crop; exact source pending
2,FV-HON-INTAKE-028,FV-HON-REF-008,frame_00478.png,model2-still-p1,d257602b3835beed9c16ed51ae4a9f7160dce1ada51ef6509a15d495028a096d,349691,vf-assets-input,frame_00478.png,external,candidate,gameplay capture or crop; exact source pending
2,FV-HON-INTAKE-029,FV-HON-REF-008,frame_00551.png,model2-still-p1,e91622e762b88fb412d705a1ec9b1eb0be55695f071c55d657581146aa23c6f5,189749,vf-assets-input,frame_00551.png,external,candidate,gameplay capture or crop; exact source pending
2,FV-HON-INTAKE-030,FV-HON-REF-008,frame_00556.png,model2-still-p1,d7061c9de13e963a9dcf225269d064b16389b8ce0f797bd66b341c861aedd3dd,318745,vf-assets-input,frame_00556.png,external,candidate,gameplay capture or crop; exact source pending
2,FV-HON-INTAKE-031,FV-HON-REF-008,frame_00557.png,model2-still-p1,2c9ffcb1748563affc3ac4c02c1fcc7e36bdbb557b06615df62f6e91edea682f,367592,vf-assets-input,frame_00557.png,external,candidate,gameplay capture or crop; exact source pending
2,FV-HON-INTAKE-032,FV-HON-REF-008,frame_00558.png,model2-still-p1,e45dd42d65794d9329f2af7e52f100a49029f7f5b1036ae724cb559774bba3af,321359,vf-assets-input,frame_00558.png,external,candidate,gameplay capture or crop; exact source pending
2,FV-HON-INTAKE-033,FV-HON-REF-008,frame_00559.png,model2-still-p1,4224462aac96576692296aa501c520542cc597ecdd847a72c88a0890b228259e,307768,vf-assets-input,frame_00559.png,external,candidate,gameplay capture or crop; exact source pending
2,FV-HON-INTAKE-034,FV-HON-REF-008,frame_00561.png,model2-still-p1,5b4c3b503525920b54c9d982fc58fb8edd271bccb4c51638c19135782c0a1e55,357468,vf-assets-input,frame_00561.png,external,candidate,gameplay capture or crop; exact source pending
2,FV-HON-INTAKE-035,FV-HON-REF-008,frame_00594.png,model2-still-p1,2f132294141454fac2c0e0f2d108ffccac1b59bf6a5d388968f6d739083cb511,512966,vf-assets-input,frame_00594.png,external,candidate,gameplay capture or crop; exact source pending
2,FV-HON-INTAKE-036,FV-HON-REF-009,honey-candy-fightingvipers-render.gif,community-render,3f5aad69a9ebf9234782b28cec45ec53d418a908b4485add4878e221a688945b,29640,vf-assets-input,honey-candy-fightingvipers-render.gif,external,supporting-only,source URL and author unknown
2,FV-HON-INTAKE-037,FV-HON-REF-007,honey-honey.mp4,model2-video-p1,6cfe864bee1369ec5f8c9c129dba01841c72791554bafd770cb505815a26c860,73504986,vf-assets-input,honey-honey.mp4,external,candidate,contains gameplay and may include armor break
2,FV-HON-INTAKE-038,FV-HON-REF-007,honey-rexal-1-16S爆衣.mp4,model2-video-p1,9a5fd30bda36e6286348b160681d2925faa64523f63af3c8447608ccbe1ecdeb,65079681,vf-assets-input,honey-rexal-1-16S爆衣.mp4,external,candidate,contains gameplay and may include armor break
2,FV-HON-INTAKE-039,FV-HON-REF-007,honey-sanman-1-20S含爆衣过程.mp4,model2-video-p1,23ed177392ee6ad9d7ff8c4ffb5c428e4155137f22a7b57e4db45d9759f7ee59,70280420,vf-assets-input,honey-sanman-1-20S含爆衣过程.mp4,external,candidate,contains gameplay and may include armor break
2,FV-HON-INTAKE-040,FV-HON-REF-007,honey-sanman-2.mp4,model2-video-p1,d7923f68d306523fb5f3e97c011ef47b19700cc316b8521362bf6f7e4c03b97b,21153594,vf-assets-input,honey-sanman-2.mp4,external,candidate,contains gameplay and may include armor break
2,FV-HON-INTAKE-041,FV-HON-REF-007,honey-sanman-3.mp4,model2-video-p1,d6a2f604f0ce6caf2fe98f643f5ee17a16d86ddee0bf5ab9e12dea92b606e8bf,37007005,vf-assets-input,honey-sanman-3.mp4,external,candidate,contains gameplay and may include armor break
2,FV-HON-INTAKE-042,FV-HON-REF-010,kling_20260405_作品_只把背景替换为灰色__5793_1.png,ai-kling,cdc39d865b386c96f6a7f60e947370924d019946c7d4ad1ed98857e5a2863f4a,3949843,vf-assets-input,kling_20260405_作品_只把背景替换为灰色__5793_1.png,external,rejected-for-evidence,AI background replacement or generated derivative
2,FV-HON-INTAKE-043,FV-HON-REF-010,kling_20260406_作品__1066_0.png,ai-kling,943363eaff6f7a524483b883a8a3475344233b7b235170911bb655764242d220,3693497,vf-assets-input,kling_20260406_作品__1066_0.png,external,rejected-for-evidence,AI background replacement or generated derivative
2,FV-HON-INTAKE-044,FV-HON-REF-010,kling_20260406_作品_只把背景替换为灰色__568_1.png,ai-kling,6f9a52e765ebb986a9dfd7e2dc346d535f003663d5cba606d88d42983c142c5b,2696964,vf-assets-input,kling_20260406_作品_只把背景替换为灰色__568_1.png,external,rejected-for-evidence,AI background replacement or generated derivative
2,FV-HON-INTAKE-045,FV-HON-REF-010,kling_20260406_作品_只把背景替换为灰色__606_0.png,ai-kling,26b5cd98b37f42b27fba7d22d6073ba80ce985b8e24e962172666fa821be29b0,2344209,vf-assets-input,kling_20260406_作品_只把背景替换为灰色__606_0.png,external,rejected-for-evidence,AI background replacement or generated derivative
2,FV-HON-INTAKE-046,FV-HON-REF-010,kling_20260406_作品_只把背景替换为灰色__612_1.png,ai-kling,a93802c36b81332411138e5b0a06ada29233753c23767b3dded993ea20bcf9f5,2260830,vf-assets-input,kling_20260406_作品_只把背景替换为灰色__612_1.png,external,rejected-for-evidence,AI background replacement or generated derivative
2,FV-HON-INTAKE-047,FV-HON-REF-010,kling_20260406_作品_只把背景替换为灰色__632_1.png,ai-kling,eb4e03316a19514bd0c618ccc16e13ad0af445d4eb26670f8960aa025724b613,2230880,vf-assets-input,kling_20260406_作品_只把背景替换为灰色__632_1.png,external,rejected-for-evidence,AI background replacement or generated derivative
2,FV-HON-INTAKE-048,FV-HON-REF-010,kling_20260406_作品_只把背景替换为灰色__633_0.png,ai-kling,c89aad212d9efa942d513442081b025d32c91b2f8abf8f6e698b5010bf819b58,2311476,vf-assets-input,kling_20260406_作品_只把背景替换为灰色__633_0.png,external,rejected-for-evidence,AI background replacement or generated derivative
2,FV-HON-INTAKE-049,FV-HON-REF-010,kling_20260406_作品_只把背景替换为灰色__715_1.png,ai-kling,296e2a68eb02b5faaa8dc8e7b9f92f14ccd6966b5f0152b1fc0d560c1335375f,2440421,vf-assets-input,kling_20260406_作品_只把背景替换为灰色__715_1.png,external,rejected-for-evidence,AI background replacement or generated derivative
2,FV-HON-INTAKE-050,FV-HON-REF-010,kling_20260406_作品_只把背景替换为灰色__733_0.png,ai-kling,6c1a598690d8ab7143f7feedf7a74f5e16dcad5d0e7ad09ae3e6491bc68d691b,2721691,vf-assets-input,kling_20260406_作品_只把背景替换为灰色__733_0.png,external,rejected-for-evidence,AI background replacement or generated derivative
2,FV-HON-INTAKE-051,FV-HON-REF-010,kling_20260406_作品_只把背景替换为灰色__738_1.png,ai-kling,017584f79bc8243ef1abb553c341b948b91f49b8492f8ee24920e5eae59a1547,2266341,vf-assets-input,kling_20260406_作品_只把背景替换为灰色__738_1.png,external,rejected-for-evidence,AI background replacement or generated derivative
2,FV-HON-INTAKE-052,FV-HON-REF-010,kling_20260406_作品_只把背景替换为灰色__782_0.png,ai-kling,715db365793bbaee20e3c0cec61d2c22fe3d463217e107bb9dc92a9e51352ffc,2218379,vf-assets-input,kling_20260406_作品_只把背景替换为灰色__782_0.png,external,rejected-for-evidence,AI background replacement or generated derivative
2,FV-HON-INTAKE-053,FV-HON-REF-010,kling_20260406_作品_只把背景替换为灰色__802_0.png,ai-kling,72a77e0c81ae5e260f8c9b47de7b15c91a221cb843b9ec3b49b0889625456a58,6528182,vf-assets-input,kling_20260406_作品_只把背景替换为灰色__802_0.png,external,rejected-for-evidence,AI background replacement or generated derivative
2,FV-HON-INTAKE-054,FV-HON-REF-010,kling_20260406_作品_只把背景替换为灰色__832_0.png,ai-kling,1294df150f5508319d99fec8911f9612a0db69cded82b3d67c7e50643dd4db63,2716282,vf-assets-input,kling_20260406_作品_只把背景替换为灰色__832_0.png,external,rejected-for-evidence,AI background replacement or generated derivative
2,FV-HON-INTAKE-055,FV-HON-REF-010,kling_20260406_作品_只把背景替换为灰色__891_1.png,ai-kling,080ad39ffbed7a5a32c88e8b6b4f97fbe555ba8dfae9e5c9036bec80955a6a3b,1791570,vf-assets-input,kling_20260406_作品_只把背景替换为灰色__891_1.png,external,rejected-for-evidence,AI background replacement or generated derivative
2,FV-HON-INTAKE-056,FV-HON-REF-010,left.png,ai-kling,26b5cd98b37f42b27fba7d22d6073ba80ce985b8e24e962172666fa821be29b0,2344209,vf-assets-input,left.png,external,rejected-for-evidence,AI background replacement or generated derivative
2,FV-HON-INTAKE-057,FV-HON-REF-010,right.png,ai-kling,6f9a52e765ebb986a9dfd7e2dc346d535f003663d5cba606d88d42983c142c5b,2696964,vf-assets-input,right.png,external,rejected-for-evidence,AI background replacement or generated derivative
